book_author,book_image_link,book_name,book_price
Monica Byrne,https://m.media-amazon.com/images/I/91pykz0rLFS._AC_UY218_.jpg,The Actual Star: A Novel,14.
Ann Aguirre,https://m.media-amazon.com/images/I/71y9a2pCi8S._AC_UY218_.jpg,Witch Please: A Charming Small-Town Paranormal Romantic Comedy (Fix-It Witches Book 1),7.
Kelsey Grimm,https://m.media-amazon.com/images/I/519NTNSYKGS._AC_UY218_.jpg,Over It: Forgetting Who You're Expected to Be and Becoming Who You Already Are,21.
Eric Pallant,https://m.media-amazon.com/images/I/81fhBBH0GNS._AC_UY218_.jpg,Sourdough Culture: A History of Bread Making from Ancient to Modern Bakers,29.
Melanie Dickerson,https://m.media-amazon.com/images/I/81klDEsGr4L._AC_UY218_.jpg,A Perilous Plan: A Regency Romantic Suspense (Imperiled Young Widows Book 1),0.
Yoshifumi Tozuka,https://m.media-amazon.com/images/I/71PvEkcWiBS._AC_UY218_.jpg,"Undead Unluck, Vol. 3 (3)",9.
Kate Lloyd,https://m.media-amazon.com/images/I/91D19fYV3zL._AC_UY218_.jpg,A Lancaster Family Christmas,1.
William Ristenpart,https://m.media-amazon.com/images/I/51qj-7d2o6L._AC_UY218_.jpg,The Design of Coffee: An Engineering Approach,24.
Debra Spector,https://m.media-amazon.com/images/I/71yEoEjOXNL._AC_UY218_.jpg,The Things I've Seen People Do With And Without Food: Eating Disorder Your Struggle Is Real,12.
Keith Boykin,https://m.media-amazon.com/images/I/91BZafrtFHS._AC_UY218_.jpg,Race Against Time: The Politics of a Darkening America,23.
Joanne Fluke,https://m.media-amazon.com/images/I/81YmRlwHXzS._AC_UY218_.jpg,Christmas Cupcake Murder: A Festive &amp; Delicious Christmas Cozy Mystery (A Hannah Swensen Mystery),8.
Publications International Ltd.,https://m.media-amazon.com/images/I/91ug7u9h7sS._AC_UY218_.jpg,Brain Games - Sticker by Number: Flowers &amp; Nature (28 Images to Sticker),13.
Vanessa Bohns,https://m.media-amazon.com/images/I/71+daDs9IHS._AC_UY218_.jpg,"You Have More Influence Than You Think: How We Underestimate Our Power of Persuasion, and Why It Matters",24.
Shaun David Hutchinson,https://m.media-amazon.com/images/I/81r39NQvs5S._AC_UY218_.jpg,Before We Disappear,15.
Stuart Woods,https://m.media-amazon.com/images/I/91IzgieeMtL._AC_UY218_.jpg,Hush-Hush (A Stone Barrington Novel Book 56),9.
Latasha Powe,https://m.media-amazon.com/images/I/61j3ynX541L._AC_UY218_.jpg,Focused: A Spiritual Guide to Living A Focused Life,10.
Wiley Miller,https://m.media-amazon.com/images/I/8196IPO+2RL._AC_UY218_.jpg,Non Sequitur 2022 Day-to-Day Calendar,15.
Esme Crick,https://m.media-amazon.com/images/I/5117ms3AZbS._AC_UY218_.jpg,Mosaic Crochet Workshop: Modern geometric designs for throws and accessories,18.
Sharron Lynn,https://m.media-amazon.com/images/I/71OnjlhwRWL._AC_UY218_.jpg,"Soul Healing: A Guided Journal for Black Women: Prompts to Help You Reflect, Grow, and Embrace Your Power",13.
Jettina Lantelme,https://m.media-amazon.com/images/I/61+PhKcaJRL._AC_UY218_.jpg,Skin Love: A wonderful children´s book about self-love and self-empowerment,9.
Faith Martin,https://m.media-amazon.com/images/I/81wEQN1e8FS._AC_UY218_.jpg,MURDER NOW AND THEN an utterly gripping crime mystery full of twists (DI Hillary Greene Book 19),0.
Bethany Brevard,https://m.media-amazon.com/images/I/61tAd1LZNBL._AC_UY218_.jpg,"The Mouse in the Hammock, a Halloween Tale",11.
Mollie Elkman,https://m.media-amazon.com/images/I/619nH3YpOqL._AC_UY218_.jpg,The House That She Built,15.
Heather B. Moore,https://m.media-amazon.com/images/I/51FaFw0Mq9L._AC_UY218_.jpg,The Slow March of Light,19.
Duji Books,https://m.media-amazon.com/images/I/618mcCrfVlS._AC_UY218_.jpg,"Pokémon Coloring Book: +100 coloring pages filled with Poke Jumbo characters, The Colouring Books for Kids, Adults | Perfect Gift Birthday or Holidays for Children",5.
Brad Ricca,https://m.media-amazon.com/images/I/81LDHgNEW4L._AC_UY218_.jpg,True Raiders: The Untold Story of the 1909 Expedition to Find the Legendary Ark of the Covenant,25.
George A. Bonanno,https://m.media-amazon.com/images/I/61lPzCC9zdS._AC_UY218_.jpg,The End of Trauma: How the New Science of Resilience Is Changing How We Think About PTSD,21.
Lindsay McKenna,https://m.media-amazon.com/images/I/81MDH2aDl6L._AC_UY218_.jpg,Strength Under Fire (Silver Creek Book 3),6.
Stephanie McConnell,https://m.media-amazon.com/images/I/61wREilep-L._AC_UY218_.jpg,WIN Time Student Success Tracker,5.
Jarrett Adams,https://m.media-amazon.com/images/I/A12dlZ-cemS._AC_UY218_.jpg,"Redeeming Justice: From Defendant to Defender, My Fight for Equity on Both Sides of a Broken System",.
Kelly Hodge,https://m.media-amazon.com/images/I/710OC3zTVtL._AC_UY218_.jpg,Break Point: A Thriller (Billy Beckett Book 4),0.
Mayuko Okai,https://m.media-amazon.com/images/I/81scPDM7koL._AC_UY218_.jpg,The Journal for Emotional Eating: A Guided Journey to Improve Your Relationship with Food,14.
Tara Nurin,https://m.media-amazon.com/images/I/61uXDuiJ9KL._AC_UY218_.jpg,"A Woman's Place Is in the Brewhouse: A Forgotten History of Alewives, Brewsters, Witches, and CEOs",19.
Emily Bailey,https://m.media-amazon.com/images/I/91QdeaFuRbS._AC_UY218_.jpg,Crumb Quilts: Scrap quilting the zero waste way,19.
Tadeusz Borowski,https://m.media-amazon.com/images/I/61CLPxyVzaS._AC_UY218_.jpg,Here in Our Auschwitz and Other Stories (The Margellos World Republic of Letters),28.
Lynn Okamoto,https://m.media-amazon.com/images/I/81S72pInAxL._AC_UY218_.jpg,Parallel Paradise Vol. 6,
John Clifford,https://m.media-amazon.com/images/I/811jHyASDLL._AC_UY218_.jpg,Balanchine's Apprentice: From Hollywood to New York and Back,27.
Disney Books,https://m.media-amazon.com/images/I/81qR62QyZ2L._AC_UY218_.jpg,Disney Baby Baby Signs: First Words,7.
Homer,https://m.media-amazon.com/images/I/91H4OQq6BuL._AC_UY218_.jpg,Homer The Odyssey: a translation with an introductory letter to my grandson,12.
Tonya Leslie PhD,https://m.media-amazon.com/images/I/81pwgviYSCL._AC_UY218_.jpg,The Story of Barack Obama: A Biography Book for New Readers (The Story Of: A Biography Series for New Readers),6.
Christopher Such,https://m.media-amazon.com/images/I/71Lwh4JN-JS._AC_UY218_.jpg,The Art and Science of Teaching Primary Reading (Corwin Ltd),27.
Claire Legrand,https://m.media-amazon.com/images/I/81oS7jr4E4L._AC_UY218_.jpg,"Lightbringer (The Empirium Trilogy, 3)",11.
Colette Julian,https://m.media-amazon.com/images/I/61QmOWvzyWL._AC_UY218_.jpg,Every Little Bit Of You: Loving David Cassidy,38.
Various,https://m.media-amazon.com/images/I/817vJM-IyNL._AC_UY218_.jpg,The EC Archives: Vault of Horror Volume 1,17.
Insight Editions,https://m.media-amazon.com/images/I/81YD0rrkd9L._AC_UY218_.jpg,Marvel: The Official Advent Calendar,19.
William W. Johnstone,https://m.media-amazon.com/images/I/81d7RWdsByS._AC_UY218_.jpg,To the River's End: A Thrilling Western Novel of the American Frontier,7.
OPTUM360,https://m.media-amazon.com/images/I/61MEsQTsXjL._AC_UY218_.jpg,ICD-10-CM Expert for Physicians (Spiral) with Guidelines 2022,104.
Steve Sheinkin,https://m.media-amazon.com/images/I/81dlNNnolQL._AC_UY218_.jpg,"Fallout: Spies, Superbombs, and the Ultimate Cold War Showdown",17.
Jeff Alworth,https://m.media-amazon.com/images/I/81fPCJy2QgS._AC_UY218_.jpg,The Beer Bible: Second Edition,22.
Jon Turnbull,https://m.media-amazon.com/images/I/51Mwa97FYxL._AC_UY218_.jpg,Zero Percent Chance: A Tribute to the Heroes of Cross-functional Team Manbij: a Soldier’s Memoir,19.
Neil Faulkner,https://m.media-amazon.com/images/I/91fqDpi06iL._AC_UY218_.jpg,Empire and Jihad: The Anglo-Arab Wars of 1870-1920,0.
Mr. Cameron J Vines,https://m.media-amazon.com/images/I/716mhPy8InL._AC_UY218_.jpg,The Underdog's Blueprint: Guide to Becoming a Collegiate and Professional Basketball Player,19.
Greg L. Thomas,https://m.media-amazon.com/images/I/61ApLgVZOXL._AC_UY218_.jpg,"Practice Is the Pathway to Perfection: How to master your state of mind, any skill-set &amp; control your financial destiny!",14.
Mental Floss,https://m.media-amazon.com/images/I/71RswkqzVPL._AC_UY218_.jpg,Amazing Facts from Mental Floss 2022 Day-to-Day Calendar: Fascinating Trivia From Mental Floss's Amazing Fact Generator,14.
Johnny Agar,https://m.media-amazon.com/images/I/61AZVZvekhS._AC_UY218_.jpg,The Impossible Mile: The Power in Living Life One Step at a Time,23.
Martin G. Moore,https://m.media-amazon.com/images/I/61HsA+VMnxL._AC_UY218_.jpg,No Bullsh!t Leadership,26.
Jennifer L. Trace,https://m.media-amazon.com/images/I/71ETy68WOBL._AC_UY218_.jpg,"101 Brain Teasers &amp; Riddles for Smart Kids: A Fun Logic Activity Book For Smart Kids, Includes Math Games, Riddles, Word Games and Brain Teasers | A ... 10, 11 &amp; 12 and the Perfect Game for Families",8.
Marilyn Easton,https://m.media-amazon.com/images/I/818oifxNjkL._AC_UY218_.jpg,Disney Animated Classics: The Nightmare Before Christmas,11.
Debby Hayes,https://m.media-amazon.com/images/I/91AqPa-5qYL._AC_UY218_.jpg,Low-FODMAP Cookbook: 365 Days of Gut Friendly Recipes to Relieve IBS | 28-Day Meal Plan for Beginners,0.
Cadwell Turnbull,https://m.media-amazon.com/images/I/91o4x8-8VbL._AC_UY218_.jpg,"No Gods, No Monsters: A Novel (The Convergence Saga Book 1)",8.
Karen Knotts,https://m.media-amazon.com/images/I/61htI2M5jFL._AC_UY218_.jpg,Tied Up in Knotts: My Dad and Me,25.
Madeline Hunter,https://m.media-amazon.com/images/I/91QT19Mv-RL._AC_UY218_.jpg,A Yuletide Kiss,9.
Chloe Liese,https://m.media-amazon.com/images/I/71BWAVuoMRS._AC_UY218_.jpg,With You Forever (Bergman Brothers Book 4),4.
Cindy Finch,https://m.media-amazon.com/images/I/71LCRyPNafL._AC_UY218_.jpg,When Grief Is Good: Turning Your Greatest Loss into Your Biggest Lesson,0.
Lora Leigh,https://m.media-amazon.com/images/I/913mc6IbDhS._AC_UY218_.jpg,Her Renegade Cowboy (Moving Violations Book 3),9.
Patty Steponovich,https://m.media-amazon.com/images/I/91hbKinYPbL._AC_UY218_.jpg,Ginger the Clumsy Dog,4.
adrienne maree brown,https://m.media-amazon.com/images/I/71luDrAXaES._AC_UY218_.jpg,Grievers (Black Dawn Series),15.
Peter David,https://m.media-amazon.com/images/I/919p8mK6OYL._AC_UY218_.jpg,X-Factor By Peter David Omnibus Vol. 1 (X-factor Omnibus),69.
Mary Downing Hahn,https://m.media-amazon.com/images/I/61Gq-N-xKqL._AC_UY218_.jpg,The Thirteenth Cat,14.
Jim Jarmusch,https://m.media-amazon.com/images/I/91CxoDBI9pL._AC_UY218_.jpg,Some Collages,40.
Jennifer L. Trace,https://m.media-amazon.com/images/I/61afnVJ4sjL._AC_UY218_.jpg,"The Pigeon &amp; The Peacock: A Children's Picture Book About Friendship, Jealousy, and Courage | Dealing with Social Issues, Bullying, and Group Identity ... Pigeon (A Picture Book Series for Children))",11.
Sujatha Lalgudi,https://m.media-amazon.com/images/I/61WRqN8ZqqL._AC_UY218_.jpg,"Tracing Numbers Math Practice for Kindergarten: Learn to write from 1-100, Counting for Preschool &amp; Kindergarten",3.
Jennifer Moss,https://m.media-amazon.com/images/I/81R0qoEEdNL._AC_UY218_.jpg,The Burnout Epidemic: The Rise of Chronic Stress and How We Can Fix It,27.
Allison Szczecinski M.Ed.,https://m.media-amazon.com/images/I/91V6x-O7O2L._AC_UY218_.jpg,Roaring Mad Riley: An Anger Management Story for Kids,8.
Atticus Lish,https://m.media-amazon.com/images/I/81YxqY0NVoL._AC_UY218_.jpg,The War for Gloria: A novel,.
Catherine Dang,https://m.media-amazon.com/images/I/91WYBgGA-vS._AC_UY218_.jpg,Nice Girls: A Novel,14.
Maggie Cole,https://m.media-amazon.com/images/I/91eOLJgL+MS._AC_UY218_.jpg,Perfect Sinner: The O'Malley Family (Mafia Wars Book Seven),0.
Colin Nissan,https://m.media-amazon.com/images/I/81lPMRV8h1L._AC_UY218_.jpg,"It's Decorative Gourd Season, Motherfuckers",11.
Bonnie Myotai Treace,https://m.media-amazon.com/images/I/81KvUbt99+L._AC_UY218_.jpg,A Year of Zen: A 52-Week Guided Journal (A Year of Daily Reflections),9.
Ray Bradbury,https://m.media-amazon.com/images/I/818s67SQevL._AC_UY218_.jpg,Ray Bradbury: Novels &amp; Story Cycles (LOA #347): The Martian Chronicles / Fahrenheit 451 / Dandelion Wine / Something Wicked This Way Comes (Library of America),31.
Donny Cates,https://m.media-amazon.com/images/I/910kLwi9tGL._AC_UY218_.jpg,Venom by Donny Cates Vol. 6: King in Black,17.
Tonya A Brown,https://m.media-amazon.com/images/I/61JfNixY+tL._AC_UY218_.jpg,The Busy Witch's Planner,19.
Dr. Stephanie Shackelford,https://m.media-amazon.com/images/I/81Eqxjg7TsS._AC_UY218_.jpg,You on Purpose: Discover Your Calling and Create the Life You Were Meant to Live,17.
DK,https://m.media-amazon.com/images/I/91Eg7hmDDtL._AC_UY218_.jpg,American Girl Character Encyclopedia New Edition,13.
David Loyn,https://m.media-amazon.com/images/I/71B53V32tOL._AC_UY218_.jpg,The Long War: The Inside Story of America and Afghanistan Since 9/11,24.
Giuliano Costa,https://m.media-amazon.com/images/I/71P3fr-1f7L._AC_UY218_.jpg,Jack-O'-Lantern Tarot,22.
Rob Cross,https://m.media-amazon.com/images/I/81MuIDanjfL._AC_UY218_.jpg,"Beyond Collaboration Overload: How to Work Smarter, Get Ahead, and Restore Your Well-Being",27.
Susan Wittig Albert,https://m.media-amazon.com/images/I/91lq9KH1dYS._AC_UY218_.jpg,Hemlock,9.
Padma Venkatraman,https://m.media-amazon.com/images/I/91FkId3ulkL._AC_UY218_.jpg,Born Behind Bars,15.
Strickies Publishing,https://m.media-amazon.com/images/I/71jVznMANkL._AC_UY218_.jpg,Halloween Coloring Book for Adults: A Complex and Fun Coloring Book for Adults Full of Scary Images!,5.
Penny Tucci,https://m.media-amazon.com/images/I/61-a3QSV7AL._AC_UY218_.jpg,"Love, Leadership, &amp; Influence: The Power of Transforming Relationships",
Emani K. Guy,https://m.media-amazon.com/images/I/610lrzfWehL._AC_UY218_.jpg,Made New: From Healing to Becoming,12.
Karen O'Neill Velasquez,https://m.media-amazon.com/images/I/61V7qFuWQTL._AC_UY218_.jpg,The Rescue,12.
Mitsuru Aoki,https://m.media-amazon.com/images/I/810G8YpccmL._AC_UY218_.jpg,"Star Wars Rebels, Vol. 2 (Star Wars Rebels, 2)",13.
Rachel Lang,https://m.media-amazon.com/images/I/6161g9Q4ZlS._AC_UY218_.jpg,Modern Day Magic: 8 Simple Rules to Realize your Power and Shape Your Life,20.
Rob Elliott,https://m.media-amazon.com/images/I/713ZfFDIpCL._AC_UY218_.jpg,"Laugh-Out-Loud Jokes 2022 Day-to-Day Calendar: 1,000 Punny Jokes",14.
Caroline Kusin Pritchard,https://m.media-amazon.com/images/I/81MKr2u06uL._AC_UY218_.jpg,Gitty and Kvetch,16.
A.B. Davis,https://m.media-amazon.com/images/I/61kRbxij7UL._AC_UY218_.jpg,Nightmarist,12.
Tatiana Bogema (Stolova),https://m.media-amazon.com/images/I/710gcUHFwFL._AC_UY218_.jpg,"Nice Little Town - Halloween in Witch Town: Adult Coloring Book (Holiday funny pictures, Stress relieving designs)",6.
Barry Eichengreen,https://m.media-amazon.com/images/I/51tY2QZli2L._AC_UY218_.jpg,In Defense of Public Debt,25.
Shania Williams,https://m.media-amazon.com/images/I/81WXTh8R3lL._AC_UY218_.jpg,Native American Herbalist’s Bible: 4 Books in 1: The Ancient Herbal Remedies Encyclopedia. Create Your Apothecary Table and Discover Traditional Recipes to Improve Your Overall Well-Being.,0.
Millie Marotta,https://m.media-amazon.com/images/I/816BgQyr8rS._AC_UY218_.jpg,Millie Marotta's Secrets of the Sea: A Coloring Book Adventure (A Millie Marotta Adult Coloring Book),14.
Jeannine Henvey,https://m.media-amazon.com/images/I/81fVcfVlfdL._AC_UY218_.jpg,Two Truths and a Guy,15.
Ali Spooner,https://m.media-amazon.com/images/I/81mmcTy3cnL._AC_UY218_.jpg,Hat Trick,8.
Heather Graham,https://m.media-amazon.com/images/I/81r64VM372S._AC_UY218_.jpg,Down in New Orleans,.
Josh Peck,https://m.media-amazon.com/images/I/71RDWa3ITrS._AC_UY218_.jpg,The Lost Prophecies of Qumran:2025 and the Final Age of Man,19.
Mark Gober,https://m.media-amazon.com/images/I/51dLmnC7ceL._AC_UY218_.jpg,An End to Upside Down Liberty: Turning Traditional Political Thinking on Its Head to Break Free from Enslavement,16.
Glenn Ellmers,https://m.media-amazon.com/images/I/71dKEsH3pXS._AC_UY218_.jpg,The Soul of Politics: Harry V. Jaffa and the Fight for America,31.
Yolanda Olson,https://m.media-amazon.com/images/I/81Fl5nNk73L._AC_UY218_.jpg,Scouts: A Dark Romance Anthology,4.
Lauren Fox,https://m.media-amazon.com/images/I/91-b9I1kb7L._AC_UY218_.jpg,Send for Me: A novel,11.
Chaimaa Elmahmooudi,https://m.media-amazon.com/images/I/71gci4ogOBL._AC_UY218_.jpg,"How to Draw Pokémon: For Kids, Teenagers and Adults With Step-By-Step, Guides To Drawing Pokemon Characters, The Best Pokemon Drawing Book Over 500 Pages",14.
Eric D. Newman,https://m.media-amazon.com/images/I/517nuJNqkTL._AC_UY218_.jpg,What Hope Looks Like: Use Your Pain to Fuel Your Purpose,15.
Mary Engelbreit,https://m.media-amazon.com/images/I/71kimD0gECL._AC_UY218_.jpg,Mary EngelDark 2022 Wall Calendar: from the shadier side of Mary Engelbreit,14.
Lonely Planet,https://m.media-amazon.com/images/I/41qCE3ay-4L._AC_UY218_.jpg,Ultimate USA Travel List 1,21.
Alice Zhao,https://m.media-amazon.com/images/I/711Zw3Sf54L._AC_UY218_.jpg,SQL Pocket Guide: A Guide to SQL Usage,26.
James R. Benn,https://m.media-amazon.com/images/I/819BnRlx2OS._AC_UY218_.jpg,Road of Bones (A Billy Boyle WWII Mystery Book 16),14.
Derya Çakırsoy,https://m.media-amazon.com/images/I/71-ewtlbp3L._AC_UY218_.jpg,From Halloween to Christmas Special Grayscale Coloring Book 5,13.
Charles Stross,https://m.media-amazon.com/images/I/81xYGH3XiEL._AC_UY218_.jpg,Invisible Sun (Empire Games Book 3),14.
Paul Sexton,https://m.media-amazon.com/images/I/81veizzE84S._AC_UY218_.jpg,Prince: A Portrait of the Artist,22.
Michael C. Grumley,https://m.media-amazon.com/images/I/91-uHNzfDDL._AC_UY218_.jpg,The Desert of Glass,0.
Sheryll Cashin,https://m.media-amazon.com/images/I/91aJpanlj+L._AC_UY218_.jpg,"White Space, Black Hood: Opportunity Hoarding and Segregation in the Age of Inequality",.
Ted Maguire,https://m.media-amazon.com/images/I/71IhW2OgApL._AC_UY218_.jpg,The Dive Bar Qualifier: A Guide For Better Appreciation Of The Dive,2.
Julia Travis PhD,https://m.media-amazon.com/images/I/61ZtcgUhF4L._AC_UY218_.jpg,"WORKBOOK FOR WOMEN, FOOD AND HORMONES BY SARA GOTTFRIED: A 4-Week Plan to Achieve Hormonal Balance, Lose Weight, and Feel Like Yourself Again",11.
Eberhard Arnold,https://m.media-amazon.com/images/I/81J5My75KwL._AC_UY218_.jpg,Following the Call: Living the Sermon on the Mount Together,17.
Monique Lhuillier,https://m.media-amazon.com/images/I/91ADittRhxL._AC_UY218_.jpg,Monique Lhuillier: Dreaming of Fashion and Glamour,
T.C. Boyle,https://m.media-amazon.com/images/I/81Vwq6ulFfL._AC_UY218_.jpg,Talk to Me: A Novel,14.
Warau Yakan,https://m.media-amazon.com/images/I/814oNDzjjpL._AC_UY218_.jpg,How to Build a Dungeon: Book of the Demon King Vol. 7,.
Sabrina Snyder,https://m.media-amazon.com/images/I/51s279VfcYL._AC_UY218_.jpg,"Dinner Then Dessert: Satisfying Meals Using Only 3, 5, or 7 Ingredients",21.
Karina Heinrich,https://m.media-amazon.com/images/I/61M8KSG1kfL._AC_UY218_.jpg,Andi the Candy Witch,7.
Mandy Robotham,https://m.media-amazon.com/images/I/81U6RDGJqlS._AC_UY218_.jpg,The Girl Behind the Wall: The utterly gripping new novel from the internationally bestselling author of World War 2 historical fiction,9.
Mark Westmoreland,https://m.media-amazon.com/images/I/710J-qfL4fL._AC_UY218_.jpg,A Violent Gospel,11.
Natsu Hyuuga,https://m.media-amazon.com/images/I/910j7k-nzlL._AC_UY218_.jpg,The Apothecary Diaries 03,10.
Julia Harriet,https://m.media-amazon.com/images/I/91gCLOnoXKL._AC_UY218_.jpg,Under Construction: Healing Trauma While Building My Dream,3.
Katy Rose Pool,https://m.media-amazon.com/images/I/91Z4yZz1EGL._AC_UY218_.jpg,"Into the Dying Light (The Age of Darkness, 3)",17.
Shelby Kinnaird MS,https://m.media-amazon.com/images/I/91LXXl6X6hL._AC_UY218_.jpg,Diabetes Slow Cooker Cookbook: Recipes for Balanced Meals and Healthy Living,13.
Julia Dahl,https://m.media-amazon.com/images/I/81lFLiCDdqS._AC_UY218_.jpg,The Missing Hours: A Novel,13.
Jennifer Jones,https://m.media-amazon.com/images/I/91OuHmuhV+L._AC_UY218_.jpg,"Pencils on Strike: A Funny, Rhyming, Read Aloud Kid's Book For Preschool, Kindergarten, 1st grade, 2nd grade, 3rd grade, 4th grade, or Early Readers",0.
Tom Watson,https://m.media-amazon.com/images/I/91ZpjwN-axS._AC_UY218_.jpg,"Stick Dog Comes to Town (Stick Dog, 12)",12.
Allison K Williams,https://m.media-amazon.com/images/I/61NR2yrl0LL._AC_UY218_.jpg,Seven Drafts: Self-Edit Like a Pro from Blank Page to Book,17.
Cass R. Sunstein,https://m.media-amazon.com/images/I/61M4OCP9aCS._AC_UY218_.jpg,Sludge: What Stops Us from Getting Things Done and What to Do about It,.
Dara O'Kearney,https://m.media-amazon.com/images/I/71nRlkqPyDL._AC_UY218_.jpg,Endgame Poker Strategy: The ICM Book (The Poker Solved Series),9.
Gavin Van Horn,https://m.media-amazon.com/images/I/71sM3Dzk+HS._AC_UY218_.jpg,"Kinship: Belonging in a World of Relations, 5-Volume Set (Kinship, 1-5)",95.
Dee McGuire,https://m.media-amazon.com/images/I/61iLq1OQTmL._AC_UY218_.jpg,Accidental Health: A Memoir of a Unique Journey to True Health,12.
Jonas Schwartz,https://m.media-amazon.com/images/I/71tMNMP6V0L._AC_UY218_.jpg,"15 Minute Fitness Fat Loss Formula: Workout Smarter Not Harder! The Easy Way to Lose Weight, Tone Up and Build Lean Muscle for Life",9.
MAUREEN FRAILEY,https://m.media-amazon.com/images/I/71lYTCGE+sL._AC_UY218_.jpg,"Halloween Adult Coloring Book: New and Expanded Edition, 100 Unique Designs, Jack-o-Lanterns, Witches, Haunted Houses",8.
Pedro Andrade,https://m.media-amazon.com/images/I/71dku-0m3RL._AC_UY218_.jpg,Cat Shaming 2022 Day-to-Day Calendar,15.
Jennifer L. Trace,https://m.media-amazon.com/images/I/71a5a+ODEEL._AC_UY218_.jpg,"101 Cute Animal Coloring Book For Toddlers: Over 100 Pages of Cute Fun Animal Coloring For Little Kids, Toddlers, Ages: 1, 2, 3 &amp; 4 | Fun Activity Pages For Boy and Girls in Preschool",8.
Brian Hart Hoffman,https://m.media-amazon.com/images/I/91XBmyIGC6S._AC_UY218_.jpg,The Pie and Tart Collection: 170 recipes for the pie and tart baking enthusiast (The Bake Feed),26.
Michelle Janikian,https://m.media-amazon.com/images/I/61vazhk6WZL._AC_UY218_.jpg,"Your Psilocybin Mushroom Companion: An Informative, Easy-to-Use Guide to Understanding Magic Mushrooms—From Tips and Trips to Microdosing and Psychedelic Therapy",14.
Nina Varela,https://m.media-amazon.com/images/I/91U9h7OmJUL._AC_UY218_.jpg,"Iron Heart (Crier's War, 2)",9.
Barbara Groves,https://m.media-amazon.com/images/I/71ghVkyq1SS._AC_UY218_.jpg,It Takes Two!: Quick &amp; Easy Patterns for 2 Fat Quarters,
Arlena D. Collins,https://m.media-amazon.com/images/I/614xg-Rt11L._AC_UY218_.jpg,Halloween Coloring Book for Adults: Spooky Stress Relief Adult Activity Book for Relaxation with Halloween Themes,7.
Suzanne Lang,https://m.media-amazon.com/images/I/91cDW70QiaS._AC_UY218_.jpg,"Grumpy Monkey Ready, Set, Bananas! (Step into Reading)",.
National Geographic,https://m.media-amazon.com/images/I/71tRpNmnmaL._AC_UY218_.jpg,National Geographic: Most Beautiful Places 2022 Wall Calendar,14.
Brendan Kiely,https://m.media-amazon.com/images/I/718EkbMSH3S._AC_UY218_.jpg,The Other Talk: Reckoning with Our White Privilege,15.
A.F. Presson,https://m.media-amazon.com/images/I/51UZMF6GMJL._AC_UY218_.jpg,Broken Trust,14.
Bauer Media Group,https://m.media-amazon.com/images/I/710HwUUS+AL._AC_UY218_.jpg,Denise Austin's Fit Over 50,12.
Olivia Messinger Carril,https://m.media-amazon.com/images/I/71pdzKp56FL._AC_UY218_.jpg,"Common Bees of Eastern North America (Princeton Field Guides, 151)",27.
Sofie Kelly,https://m.media-amazon.com/images/I/81XAc0s73VL._AC_UY218_.jpg,Hooked on a Feline (Magical Cats Book 13),13.
Paul A. Laudicina,https://m.media-amazon.com/images/I/712xB1CUEtL._AC_UY218_.jpg,Roadmap to a Brighter Future: Reimagining and Realizing America's Possibilities,.
Nancy Gold Zimmer PhD,https://m.media-amazon.com/images/I/61Z8xIZh1CL._AC_UY218_.jpg,He Loves Me: The Matchmakers' Guide to Dating Again and Attracting the Man of Your Dreams,14.
Victoria Kann,https://m.media-amazon.com/images/I/81OT8jJ4OaL._AC_UY218_.jpg,Pinkalicious: Merry Pinkmas,6.
Lifestyle Graffiti Press,https://m.media-amazon.com/images/I/71FgEOw0-nL._AC_UY218_.jpg,"Graffiti Coloring Book for Teens and Adults: A Collection of Fun Street Art Coloring Pages with Graffiti Designs Such As Letters, Drawings, Fonts, Quotes and More!",7.
Marc Hartzman,https://m.media-amazon.com/images/I/91QHnuHITLL._AC_UY218_.jpg,Chasing Ghosts: A Tour of Our Fascination with Spirits and the Supernatural,.
Shohaku Okumura,https://m.media-amazon.com/images/I/7167WFbMLSL._AC_UY218_.jpg,Ryokan Interpreted,34.
Claudia Romo Edelman,https://m.media-amazon.com/images/I/61X-+VIkzoL._AC_UY218_.jpg,Hispanic Stars Rising Volume II: The New Face of Power,19.
James Dean,https://m.media-amazon.com/images/I/81ow-I-jf8L._AC_UY218_.jpg,Pete the Cat: Talent Show Trouble,4.
Karen Chance,https://m.media-amazon.com/images/I/81sa+tM9peL._AC_UY218_.jpg,Ignite the Fire: Incendiary,7.
Maya Kern,https://m.media-amazon.com/images/I/61fBoDOsXXL._AC_UY218_.jpg,Spitfire,27.
James Baldwin,https://m.media-amazon.com/images/I/916RJwHHTxL._AC_UY218_.jpg,The Price of the Ticket: Collected Nonfiction: 1948-1985,0.
Sara Ahmed,https://m.media-amazon.com/images/I/51zVSKtM3CL._AC_UY218_.jpg,Complaint!,26.
Scott J. Moses,https://m.media-amazon.com/images/I/613hE5yReoL._AC_UY218_.jpg,What One Wouldn't Do: An Anthology on the Lengths One Might Go To,13.
Joshua Jay,https://m.media-amazon.com/images/I/91CrGdgV6tL._AC_UY218_.jpg,"How Magicians Think: Misdirection, Deception, and Why Magic Matters",19.
Juliet Marillier,https://m.media-amazon.com/images/I/91txd6IfjBL._AC_UY218_.jpg,A Song of Flight (Warrior Bards Book 3),7.
